241
252
301.39	301	402	22	16	5	1	0	0	0	0	0	0	0	0	0	23	7	0.48	0.09	0	0.43	0.21	2	2	0	2	2	15.79	10.74	1306	2.1518	0	4.0947	0	1.6889	7.6341	0	0	0	0.3224	1.7947	0	2.0096	0	5.7379	0	2.7251	3.1638	0	8.3039	0	0	0	0	0	0	0	0	0	0	0	9.2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4968	0	0	1.6899	1.9685	0	3.7052	0	1.5177	5.4475	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	6	5	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	1	3	4	0.79	-1.17	0.21	-0.39	0.58	-0.78	4.26	1.84	0.21	-0.66	162	36.31	34.87	1	5	0	0.9992	0.0008	0	0	0.9993	0.2273	0.2727	10
406.545	427	539.59	27	18	2	6	0	1	0	0	0	0	0	0	0	28	8	0.964286	0.0357143	0	0	0.24537	2	0	2	8	1	20.3006	12.7048	1843	7.25511	0	3.74828	0	0	0	-7.58799	0	0	-0.22304	0	0	0	0	0	0	2.81403	0	0	0	0	0	0	0	0	2.01014	0	0	0	0	0	40.7194	12.8485	5.71868	0	0	0	0	0	0	0	0	0	1.19694	0	0	0	0	0	0	0	0	0	10.6261	0	0	0	2.00765	0	15.3648	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	8	4	6	1	2	0.973974	-2.73441	0.842449	-2.42394	0.131525	-0.310472	6.3007	2.73441	0.217204	-0.51324	220	45.962	41.5008	0	1	0	0.597589	0.402411	0	0	0.597589	0.57046	0.207318	28
309.41	329	432.9	22	17	1	4	0	0	0	0	0	0	0	0	0	23	6	0.74	0	0	0.26	0.32	2	1	1	5	2	16.33	10.26	1168	6.1275	0	1.4612	0	0	5.6532	-2.0803	0	0	0	2.6038	0	0	-0.0485	0	0	3.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5708	0	5.7323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6318	0	0	0	1.6069	0	8.1197	0	0	3.9289	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	3	4	1	1	0.75	-1.73	0.63	-1.42	0.12	-0.31	4.33	1.73	0.21	-0.39	168	37.27	33.75	0	1	0	0.9871	0.0129	0	0	0.9871	0.3642	0.2267	30
307.479	378	493.01	22	19	1	2	0	0	0	0	0	0	0	0	0	22	10	0.727273	0	0	0.272727	0.290909	1	1	0	2	2	16.5352	10.4728	1317	12.5408	0	5.88157	0	0	6.18256	1.6077	0	0	0	2.89883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42039	0	0	0	0	0	0	0	10.6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48317	0	0	3.99701	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	-0.802696	0	-0.496497	0	-0.306199	2.93702	0.802696	0.067572	-0.306199	170	41.7321	36.9352	0	1	0	0.987266	0.0127336	0	0	0.987266	0.182397	0	100
468.38	322	429.1	34	23	0	11	0	0	0	0	0	0	0	0	0	37	6	0.3	0.11	0	0.59	0.44	4	4	0	3	4	24.41	16.22	4105	0	0	-0.4965	0	0	10.2788	-1.137	0	0	-2.7496	-0.6659	-1.1714	0.2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2048	46.5062	10.9955	10.3368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3959	0	0	0	0	0	3.7045	0	0	12.9142	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	2	15	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	11	3	11	0	0	0.65	-3.67	0.65	-3.67	0	0	7.7	3.67	0.33	-0.49	242	42.78	45.5	2	0	1	0	0	0	1.9999	0	0.5882	0.0294	1
364.423	315	401.99	25	17	2	5	0	1	0	0	0	0	0	0	0	26	7	0.423077	0.115385	0	0.461538	0.177143	2	2	0	4	4	18.4494	11.8247	1446	2.00645	0	2.28185	0	0	10.929	0	0	0	-1.2549	0.086791	0	0	0	5.27551	0	3.03387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24742	35.2837	5.71799	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.19102	0	0	0	0	0	2.80003	0	0	1.97872	1.93137	0	2.61155	0	0	10.1274	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	3	9	1	4	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	7	1	5	2	2	0.623804	-1.76622	0.22174	-1.43506	0.402064	-0.33116	4.4931	1.76622	0.290103	-0.547668	192	38.5195	36.6433	2	1	0.999079	1.19e-011	0.00091167	8.95e-006	1.00593	0	0.480237	0.119763	96
374.48	420	506.03	27	22	0	5	0	0	0	0	0	0	0	0	0	28	10	0.857143	0.0714286	0.0714286	0	0.207407	2	0	2	7	1	19.8112	12.9179	2275	3.93006	0	3.92099	0	1.95977	0	-0.625658	0	12.13	0.279129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1978	10.4659	5.0753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75722	0	0	0	0	0	12.2969	0	1.28642	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	5	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	5	0	0	0.64374	-1.73319	0.64374	-1.73319	0	0	4.94423	1.73319	0.284382	-0.415524	202	45.091	39.8908	1	0	0.999645	0	0.000355214	0	0.999645	0	0.407394	0.0740872	100
454.504	364	484.02	32	23	2	6	0	1	0	0	0	0	0	0	0	35	8	0.542857	0.114286	0	0.342857	0.289063	4	2	2	6	4	23.0432	15.2032	2932	3.50979	0	0	0	0	16.8466	-3.68515	0	0	-3.00699	0.728613	0	0	-0.711598	0	0	2.65535	0	0	0	0	0	0	0	0	1.28945	0	0	0	0	0	9.55097	50.5175	5.40235	0	0	0	0	0	0	0	0	0	1.31978	0	0	0	0	0	0	0	0	0	2.76968	0	0	0	2.16932	0	6.88914	0	0	13.7405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	23	8	4	10	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	6	1	2	0.353359	-2.08705	0.221422	-2.08542	0.131937	-0.00162874	5.9235	2.10659	0.282483	-0.512225	238	48.0887	46.2812	2	1	0.999944	3.05e-014	5.58e-005	5.42e-007	1.48686	0	0.546464	0.0160356	99
301.388	280	401.99	22	18	1	3	0	0	0	0	0	0	0	0	0	26	1	0.769231	0	0	0.230769	0.0909091	5	1	4	3	2	15.0601	10.6639	824	3.95657	0	5.22619	0	0	4.2491	0.732281	0	0	0	4.50922	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	2.52365	0	0	0	0	0	10.641	0	11.9057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55003	0	0	0	0	0	9.09876	0	0	2.72153	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	4	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	3	0	1	0.210514	-1.18141	0.210514	-0.878478	0	-0.302928	3.12301	1.18141	0.210514	-0.390422	162	36.5668	32.796	0	1	0	0.901088	0.0989116	0	0	0.901088	0.277223	0.0864131	89
138.06	91	132.13	8	3	0	4	1	0	0	0	0	0	0	0	0	8	1	0.875	0.125	0	0	0.5	1	0	1	4	1	6.36181	3.51586	61	1.62873	0	0	0	0	0	-1.07099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6279	10.1734	4.51813	0	0	0	0	0	-3.9049	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37989	0	0	0	0	0	2.53197	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	4	0	0	0.442175	-1.25897	0.442175	-1.25897	0	0	2.58783	1.25897	0.355952	-0.356605	72	12.4139	10.1565	2	0	0.999999	0	8.91e-007	0	1.74139	0	1.21767	0.0323259	31
